DATAFLOW,LAST UPDATE,freq,unit,quant_inc,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-34,SK,2014,0.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-34,TR,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-34,UK,2014,11.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,AT,2014,0.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,BE,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,BG,2014,1.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,CY,2014,0.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,CZ,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,DE,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,DK,2014,6.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,EE,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,EL,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,ES,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,EU27_2020,2014,2.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,EU28,2014,4.6,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,FI,2014,4.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,HR,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,HU,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,IE,2014,6.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,IS,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,IT,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,LT,2014,3.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,LU,2014,4.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,LV,2014,8.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,MT,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,NO,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,PL,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,PT,2014,4.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,RO,2014,4.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,SE,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,SI,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,SK,2014,0.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,TR,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y25-64,UK,2014,15.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,AT,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,BE,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,BG,2014,2.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,CY,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,CZ,2014,4.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,DE,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,DK,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,EE,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,EL,2014,1.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,ES,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,EU27_2020,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,EU28,2014,3.8,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,FI,2014,4.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,HR,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,HU,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,IE,2014,5.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,IS,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,IT,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,LT,2014,6.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,LU,2014,4.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,LV,2014,9.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,MT,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,NO,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,PL,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,PT,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,RO,2014,4.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,SE,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,SI,2014,2.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,SK,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,TR,2014,3.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y35-44,UK,2014,15.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,AT,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,BE,2014,5.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,BG,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,CY,2014,1.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,CZ,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,DE,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,DK,2014,5.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,EE,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,EL,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,ES,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,EU27_2020,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,EU28,2014,5.5,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,FI,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,HR,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,HU,2014,4.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,IE,2014,6.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,IS,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,IT,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,LT,2014,5.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,LU,2014,4.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,LV,2014,5.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,MT,2014,3.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,NO,2014,1.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,PL,2014,4.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,PT,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,RO,2014,7.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,SE,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,SI,2014,1.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,SK,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,TR,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-54,UK,2014,21.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,AT,2014,0.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,BE,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,BG,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,CY,2014,0.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,CZ,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,DE,2014,5.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,DK,2014,9.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,EE,2014,1.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,EL,2014,2.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,ES,2014,4.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,EU27_2020,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,EU28,2014,5.3,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,FI,2014,5.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,HR,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,HU,2014,5.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,IE,2014,7.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,IS,2014,1.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,IT,2014,2.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,LT,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,LU,2014,5.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,LV,2014,5.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,MT,2014,6.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,NO,2014,1.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,PL,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,PT,2014,6.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,RO,2014,6.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,SE,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,SI,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,SK,2014,1.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,TR,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y45-64,UK,2014,18.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,AT,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,BE,2014,5.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,BG,2014,1.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,CY,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,CZ,2014,3.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,DE,2014,6.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,DK,2014,14.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,EE,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,EL,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,ES,2014,7.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,EU27_2020,2014,4.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,EU28,2014,5.2,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,FI,2014,5.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,HR,2014,3.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,HU,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,IE,2014,8.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,IS,2014,1.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,IT,2014,3.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,LT,2014,2.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,LU,2014,7.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,LV,2014,4.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,MT,2014,9.9,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,NO,2014,1.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,PL,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,PT,2014,9.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,RO,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,SE,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,SI,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,SK,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,TR,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y55-64,UK,2014,14.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,AT,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,BE,2014,8.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,BG,2014,5.9,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,CY,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,CZ,2014,4.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,DE,2014,8.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,DK,2014,12.5,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,EE,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,EL,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,ES,2014,9.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,EU27_2020,2014,5.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,EU28,2014,7.6,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,FI,2014,9.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,HR,2014,1.3,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,HU,2014,9.3,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,IE,2014,6.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,IS,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,IT,2014,6.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,LT,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,LU,2014,10.4,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,LV,2014,2.1,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,MT,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,NO,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,PL,2014,4.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,PT,2014,6.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,RO,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,SE,2014,5.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,SI,2014,2.5,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,SK,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,TR,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y65-74,UK,2014,24.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,AT,2014,0.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,BE,2014,4.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,BG,2014,1.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,CY,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,CZ,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,DE,2014,4.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,DK,2014,8.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,EE,2014,1.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,EL,2014,1.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,ES,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,EU27_2020,2014,3.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,EU28,2014,4.9,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,FI,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,HR,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,HU,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,IE,2014,6.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,IS,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,IT,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,LT,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,LU,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,LV,2014,7.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,MT,2014,4.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,NO,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU5,M,Y_GE18,PL,2014,4.0,
